level_0,index,Participant,State,Activity,Minute,MET (Google Fit),Datetime,Watch Intensity,MET (Ainsworth),MET (Freedson),MET (VM3),model_classification,scaled_intensity,estimation
1052,1072,P401,lab,breathing,2,9.22771979898118,2019-09-24 12:42:00,0.08085135271519919,1.0,1.439008,0.668876,0,1.3311899454855898,1.3311899454855898
1053,1073,P401,lab,breathing,3,9.22771979898118,2019-09-24 12:43:00,0.0740580744858625,1.0,1.439008,0.668876,0,1.3285693093363369,1.3285693093363369
1054,1074,P401,lab,breathing,4,9.22771979898118,2019-09-24 12:44:00,0.08232169823631183,1.0,1.439008,0.668876,0,1.3317571592069235,1.3317571592069235
1055,1075,P401,lab,breathing,5,9.22771979898118,2019-09-24 12:45:00,0.03912044496551953,1.0,1.439008,0.668876,0,1.3150914549339034,1.3150914549339034
1056,1076,P401,lab,standing,1,0.802410417302711,2019-09-24 12:47:00,0.5489189539383709,1.8,1.498633,0.7366421099222908,0,1.5117559159418514,1.5
1057,1077,P401,lab,standing,2,0.802410417302711,2019-09-24 12:48:00,0.08164149565882277,1.8,1.439008,0.668876,0,1.3314947581388084,1.3314947581388084
1058,1078,P401,lab,standing,3,0.802410417302711,2019-09-24 12:49:00,0.12318300056170806,1.8,1.439008,0.668876,0,1.3475201829436896,1.3475201829436896
1059,1079,P401,lab,standing,4,0.802410417302711,2019-09-24 12:50:00,2.7070210638035963,1.8,1.439008,0.668876,0,2.344284808762449,1.5
1060,1080,P401,lab,standing,5,0.802410417302711,2019-09-24 12:51:00,4.273674505223806,1.8,1.439008,0.668876,0,2.9486511402056825,1.5
1061,1081,P401,lab,breathing,1,0.802410417302711,2019-09-24 12:54:00,1.7328826535959283,1.0,1.4692180000000001,0.7059347916154858,0,1.9684924083950477,1.5
1062,1082,P401,lab,breathing,2,0.802410417302711,2019-09-24 12:55:00,2.911236286077761,1.0,1.439008,0.668876,0,2.423064710843932,1.5
1063,1083,P401,lab,breathing,3,0.802410417302711,2019-09-24 12:56:00,1.0047865302578824,1.0,1.439008,0.668876,0,1.6876154949910531,1.5
1064,1084,P401,lab,breathing,4,0.802410417302711,2019-09-24 12:57:00,0.02471989407032463,1.0,1.439008,0.668876,0,1.309536168815615,1.309536168815615
1065,1085,P401,lab,breathing,5,0.802410417302711,2019-09-24 12:58:00,0.02669667701621695,1.0,1.439008,0.668876,0,1.3102987503958692,1.3102987503958692
1066,1086,P401,lab,squats,1,0.802410417302711,2019-09-24 13:00:00,4.17440166760336,5.0,3.0687580000000003,2.7776916822591207,1,2.9103547569096806,2.9103547569096806
1067,1087,P401,lab,squats,2,0.802410417302711,2019-09-24 13:01:00,5.919820548309492,5.0,2.143378,2.096931361654092,1,3.5836832531008054,3.5836832531008054
1068,1088,P401,lab,squats,3,0.802410417302711,2019-09-24 13:02:00,2.3152479436555997,5.0,1.798348,1.5824845008120274,1,2.193150883976077,2.193150883976077
1069,1089,P401,lab,squats,4,0.802410417302711,2019-09-24 13:03:00,2.134404722665179,5.0,1.949398,1.8271981877906,1,2.1233871754578235,2.1233871754578235
1070,1090,P401,lab,squats,5,0.802410417302711,2019-09-24 13:04:00,2.0077625217692505,5.0,1.994713,2.131863880031137,1,2.0745325402604022,2.0745325402604022
1071,1091,P401,lab,breathing,1,0.8826514590329823,2019-09-24 13:07:00,2.5165126268044102,1.0,1.514533,0.7712424975956491,0,2.2707925595297107,1.5
1072,1092,P401,lab,breathing,2,0.8826514590329823,2019-09-24 13:08:00,0.1808795070855158,1.0,1.439008,0.668876,0,1.3697777065688723,1.3697777065688723
1073,1093,P401,lab,breathing,3,0.8826514590329823,2019-09-24 13:09:00,0.10887865930624607,1.0,1.439008,0.668876,0,1.3420020115219111,1.3420020115219111
1074,1094,P401,lab,breathing,4,0.8826514590329823,2019-09-24 13:10:00,0.05183053334849205,1.0,1.439008,0.668876,0,1.3199946130193143,1.3199946130193143
1075,1095,P401,lab,breathing,5,0.8826514590329823,2019-09-24 13:11:00,0.05551436094214467,1.0,1.439008,0.668876,0,1.3214157195062903,1.3214157195062903
1076,1096,P401,lab,reading,1,0.7221693755724399,2019-09-24 13:13:00,2.8988702027535878,1.3,1.439008,0.668876,0,2.418294259246049,1.5
1077,1097,P401,lab,reading,2,0.7221693755724399,2019-09-24 13:14:00,0.1553512626563732,1.3,1.439008,0.668876,0,1.3599297012436864,1.3599297012436864
1078,1098,P401,lab,reading,3,0.7221693755724399,2019-09-24 13:15:00,1.5479369501022533,1.3,1.439008,0.668876,0,1.897146089303996,1.5
1079,1099,P401,lab,reading,4,0.7221693755724399,2019-09-24 13:16:00,0.2034860378406616,1.3,1.439008,0.668876,0,1.3784986053317545,1.3784986053317545
1080,1100,P401,lab,reading,5,0.7221693755724399,2019-09-24 13:17:00,1.8094287704789087,1.3,1.439008,0.668876,0,1.9980215273588784,1.5
1081,1101,P401,lab,breathing,1,0.7221693755724399,2019-09-24 13:19:00,1.4966989601293799,1.0,1.4517280000000001,0.6826840000000001,0,1.8773800611501508,1.5
1082,1102,P401,lab,breathing,2,0.7221693755724399,2019-09-24 13:20:00,0.04415370427179955,1.0,1.439008,0.668876,0,1.317033130343228,1.317033130343228
1083,1103,P401,lab,breathing,3,0.7221693755724399,2019-09-24 13:21:00,0.04783030091115189,1.0,1.439008,0.668876,0,1.3184514473521942,1.3184514473521942
1084,1104,P401,lab,breathing,4,0.7221693755724399,2019-09-24 13:22:00,0.03819458523080497,1.0,1.439008,0.668876,0,1.3147342869499024,1.3147342869499024
1085,1105,P401,lab,breathing,5,0.7221693755724399,2019-09-24 13:23:00,0.05285411524428512,1.0,1.439008,0.668876,0,1.3203894791836728,1.3203894791836728
1086,1106,P401,lab,aerobics,1,2.487472293638404,2019-09-24 13:26:00,8.131135084302358,7.3,3.090223,3.044490853938029,1,4.436739850336236,4.436739850336236
1087,1107,P401,lab,aerobics,2,2.487472293638404,2019-09-24 13:27:00,9.22306991087635,7.3,2.6712580000000004,2.9705897051071317,1,4.857974456448859,4.857974456448859
1088,1108,P401,lab,aerobics,3,2.487472293638404,2019-09-24 13:28:00,5.741128623335401,7.3,3.5433730000000003,3.825857984693768,1,3.5147494478954737,3.5147494478954737
1089,1109,P401,lab,aerobics,4,2.487472293638404,2019-09-24 13:29:00,10.079654042239088,7.3,3.370858,3.7149023203598563,1,5.18841806022053,5.18841806022053
1090,1110,P401,lab,aerobics,5,2.487472293638404,2019-09-24 13:30:00,9.002379721010172,7.3,3.5091879999999995,4.010215189193758,1,4.772839022594373,4.772839022594373
1091,1111,P401,lab,breathing,1,0.9628925007632532,2019-09-24 13:34:00,2.3615146038186547,1.0,1.5685930000000001,0.8752864052948882,0,2.2109991272005187,1.5
1092,1112,P401,lab,breathing,2,0.9628925007632532,2019-09-24 13:35:00,0.04805441780466211,1.0,1.439008,0.668876,0,1.3185379047020866,1.3185379047020866
1093,1113,P401,lab,breathing,3,0.9628925007632532,2019-09-24 13:36:00,0.04476961864526617,1.0,1.439008,0.668876,0,1.3172707310151657,1.3172707310151657
1094,1114,P401,lab,breathing,4,0.9628925007632532,2019-09-24 13:37:00,0.04072547878632606,1.0,1.439008,0.668876,0,1.3157106272259222,1.3157106272259222
1095,1115,P401,lab,breathing,5,0.9628925007632532,2019-09-24 13:38:00,0.04393419718547428,1.0,1.439008,0.668876,0,1.3169484513140433,1.3169484513140433
1096,1116,P401,lab,sweeping,1,0.802410417302711,2019-09-24 13:40:00,4.925569554978644,2.3,3.146668,2.731749472026096,1,3.200132041654556,3.200132041654556
1097,1117,P401,lab,sweeping,2,0.802410417302711,2019-09-24 13:41:00,3.5819960370803696,2.3,2.682388,2.125644540077661,1,2.681823029228457,2.681823029228457
1098,1118,P401,lab,sweeping,3,0.802410417302711,2019-09-24 13:42:00,3.578533177695713,2.3,2.9471230000000004,2.3705739231511687,1,2.6804871654264977,2.6804871654264977
1099,1119,P401,lab,sweeping,4,0.802410417302711,2019-09-24 13:43:00,3.2092669966221505,2.3,2.850133,2.2906075426623485,1,2.5380357200199306,2.5380357200199306
1100,1120,P401,lab,sweeping,5,0.802410417302711,2019-09-24 13:44:00,3.0292796887033724,2.3,2.7579130000000003,2.2494757549768885,1,2.4686021962314117,2.4686021962314117
1101,1121,P401,lab,breathing,1,0.802410417302711,2019-09-24 13:47:00,0.7450861319156887,1.0,1.439008,0.668876,0,1.5874311320229832,1.5
1102,1122,P401,lab,breathing,2,0.802410417302711,2019-09-24 13:48:00,0.04931579259628493,1.0,1.439008,0.668876,0,1.3190245039940762,1.3190245039940762
1103,1123,P401,lab,breathing,3,0.802410417302711,2019-09-24 13:49:00,0.04136942860894858,1.0,1.439008,0.668876,0,1.3159590431050456,1.3159590431050456
1104,1124,P401,lab,breathing,4,0.802410417302711,2019-09-24 13:50:00,1.4256357926959122,1.0,1.439008,0.668876,0,1.8499660941125091,1.5
1105,1125,P401,lab,breathing,5,0.802410417302711,2019-09-24 13:51:00,0.0452057831274199,1.0,1.439008,0.668876,0,1.3174389897512817,1.3174389897512817
1106,1126,P401,lab,pushups,1,1.0431335424935244,2019-09-24 13:54:00,4.0694901975597215,3.8,1.5479230000000002,2.7762495519897747,1,2.869883164022416,2.869883164022416
1107,1127,P401,lab,pushups,2,1.0431335424935244,2019-09-24 13:55:00,1.5109296485656067,3.8,1.454113,2.5360534344560834,1,1.882869819597505,1.882869819597505
1108,1128,P401,lab,pushups,3,1.0431335424935244,2019-09-24 13:56:00,3.032499574415956,3.8,1.454113,2.609842045967059,1,2.469844328322869,2.469844328322869
1109,1129,P401,lab,pushups,4,1.0431335424935244,2019-09-24 13:57:00,1.954679078446022,3.8,1.475578,2.797958567006033,1,2.0540545934130434,2.0540545934130434
1110,1130,P401,lab,pushups,5,1.0431335424935244,2019-09-24 13:58:00,2.6224390500823147,3.8,1.5018129999999998,2.389163410944462,1,2.3116556899112046,2.3116556899112046
1111,1131,P401,lab,breathing,1,0.802410417302711,2019-09-24 14:01:00,1.6954929110066024,1.0,1.439008,0.668876,0,1.954068604786106,1.5
1112,1132,P401,lab,breathing,2,0.802410417302711,2019-09-24 14:02:00,0.031731899469037816,1.0,1.439008,0.668876,0,1.3122411831262712,1.3122411831262712
1113,1133,P401,lab,breathing,3,0.802410417302711,2019-09-24 14:03:00,0.045823471394018434,1.0,1.439008,0.668876,0,1.3176772747361991,1.3176772747361991
1114,1134,P401,lab,breathing,4,0.802410417302711,2019-09-24 14:04:00,1.1227450265401904,1.0,1.439008,0.668876,0,1.733120226143383,1.5
1115,1135,P401,lab,breathing,5,0.802410417302711,2019-09-24 14:05:00,2.339153970313645,1.0,1.439008,0.668876,0,2.2023730879739247,1.5
1116,1136,P401,lab,running,1,2.246749168447591,2019-09-24 14:18:00,9.384573028586251,6.0,2.481253,3.1698936260860298,1,4.920277352664688,4.920277352664688
1117,1137,P401,lab,running,2,2.246749168447591,2019-09-24 14:19:00,8.713539028405194,6.0,2.586193,3.78895197815534,1,4.661413237448842,4.661413237448842
1118,1138,P401,lab,breathing,1,0.802410417302711,2019-09-24 14:24:00,2.7118805540860498,1.0,1.4517280000000001,0.7026324300541393,0,2.3461594494692206,1.5
1119,1139,P401,lab,breathing,2,0.802410417302711,2019-09-24 14:25:00,2.6152469205861832,1.0,1.439008,0.681821,0,2.3088811893076118,1.5
1120,1140,P401,lab,breathing,3,0.802410417302711,2019-09-24 14:26:00,0.2753498518985443,1.0,1.439008,0.668876,0,1.4062214370170496,1.4062214370170496
1121,1141,P401,lab,breathing,4,0.802410417302711,2019-09-24 14:27:00,0.03443463960174392,1.0,1.439008,0.668876,0,1.3132838164845253,1.3132838164845253
1122,1142,P401,lab,breathing,5,0.802410417302711,2019-09-24 14:28:00,0.035862508347369385,1.0,1.439008,0.668876,0,1.3138346439826565,1.3138346439826565
1123,1143,P401,lab,lie down,1,0.8826514590329823,2019-09-24 14:31:00,6.278168267968327,1.3,1.449343,0.680095,0,3.7219226945658734,1.5
1124,1144,P401,lab,lie down,2,0.8826514590329823,2019-09-24 14:32:00,0.05193228352403972,1.3,1.439008,0.668876,0,1.3200338650827854,1.3200338650827854
1125,1145,P401,lab,lie down,3,0.8826514590329823,2019-09-24 14:33:00,0.3641297845097004,1.3,1.439008,0.668876,0,1.4404699828405227,1.4404699828405227
1126,1146,P401,lab,lie down,4,0.8826514590329823,2019-09-24 14:34:00,0.043018548683049065,1.3,1.439008,0.668876,0,1.3165952225069113,1.3165952225069113
1127,1147,P401,lab,lie down,5,0.8826514590329823,2019-09-24 14:35:00,0.042052965399152174,1.3,1.439008,0.668876,0,1.3162227304090657,1.3162227304090657
1128,1148,P401,lab,breathing,1,0.8826514590329823,2019-09-24 14:38:00,1.5340328615662242,1.0,1.439008,0.668876,0,1.8917823229735409,1.5
1129,1149,P401,lab,breathing,2,0.8826514590329823,2019-09-24 14:39:00,1.4179176480791822,1.0,1.439008,0.668876,0,1.8469886731818577,1.5
1130,1150,P401,lab,breathing,3,0.8826514590329823,2019-09-24 14:40:00,0.20343521456769129,1.0,1.439008,0.668876,0,1.3784789992885638,1.3784789992885638
1131,1151,P401,lab,breathing,4,0.8826514590329823,2019-09-24 14:41:00,0.3015028105269305,1.0,1.439008,0.668876,0,1.4163104377141635,1.4163104377141635
1132,1152,P401,lab,breathing,5,0.8826514590329823,2019-09-24 14:42:00,0.13904155418964007,1.0,1.439008,0.668876,0,1.3536379213181833,1.3536379213181833
1133,1153,P401,lab,stairs,1,1.2036156259540665,2019-09-24 14:46:00,6.542932066410216,8.0,4.312933,4.949925089790726,1,3.824060360327002,3.824060360327002
1134,1154,P401,lab,stairs,2,1.2036156259540665,2019-09-24 14:47:00,5.644145521696402,8.0,3.265123,3.7604945763478335,1,3.4773363737592984,3.4773363737592984
1135,1155,P401,lab,stairs,3,1.2036156259540665,2019-09-24 14:48:00,4.551966429798855,8.0,2.4725080000000004,2.2879608315925264,1,3.0560075376570746,3.0560075376570746
1136,1156,P401,lab,stairs,4,1.2036156259540665,2019-09-24 14:49:00,4.250108892997186,8.0,3.063193,3.08805588080279,1,2.939560257542632,2.939560257542632
1137,1157,P401,lab,stairs,5,1.2036156259540665,2019-09-24 14:50:00,3.1442634917844825,8.0,3.083863,3.2180046053082925,1,2.512959382962208,2.512959382962208
1138,1158,P401,lab,breathing,1,0.802410417302711,2019-09-24 14:54:00,1.0127020473846886,1.0,1.484323,0.7184365504610271,0,1.690669056117544,1.5
1139,1159,P401,lab,breathing,2,0.802410417302711,2019-09-24 14:55:00,0.2101698586143664,1.0,1.439008,0.668876,0,1.3810770161878057,1.3810770161878057
1140,1160,P415,lab,computer,1,1.1934799155873073,2019-11-26 18:31:00,0.4998868687520627,1.3,1.439008,0.668876,0,1.4958081859245267,1.4958081859245267
1141,1161,P415,lab,computer,2,1.1934799155873073,2019-11-26 18:32:00,0.4382722303588699,1.3,1.439008,0.668876,0,1.4716734239927212,1.4716734239927212
1142,1162,P415,lab,computer,3,1.1934799155873073,2019-11-26 18:33:00,0.5846592376611988,1.3,1.439008,0.668876,0,1.52901394668808,1.5
1143,1163,P415,lab,computer,4,1.1934799155873073,2019-11-26 18:34:00,0.3624995689122407,1.3,1.439008,0.668876,0,1.441992893640769,1.441992893640769
1144,1164,P415,lab,computer,5,1.1934799155873073,2019-11-26 18:35:00,0.5137952749806907,1.3,1.439008,0.668876,0,1.5012561781863114,1.5
1145,1165,P415,lab,breathing,1,0.9282621565679056,2019-11-26 18:37:00,0.8496861966830157,1.0,1.439008,0.668876,0,1.6328263316717209,1.5
1146,1166,P415,lab,breathing,2,0.9282621565679056,2019-11-26 18:38:00,0.0277134273124436,1.0,1.439008,0.668876,0,1.3108554880454208,1.3108554880454208
1147,1167,P415,lab,breathing,3,0.9282621565679056,2019-11-26 18:39:00,0.01899171937267936,1.0,1.439008,0.668876,0,1.3074391514368755,1.3074391514368755
1148,1168,P415,lab,breathing,4,0.9282621565679056,2019-11-26 18:40:00,0.07263349840619128,1.0,1.439008,0.668876,0,1.3284509044931971,1.3284509044931971
1149,1169,P415,lab,breathing,5,0.9282621565679056,2019-11-26 18:41:00,0.13192275809417514,1.0,1.439008,0.668876,0,1.351674803959279,1.351674803959279
1150,1170,P415,lab,slow walk,1,3.845657505781323,2019-11-26 18:44:00,3.617016683006133,2.8,3.032188,3.6918585704930886,1,2.7168035198169176,2.7168035198169176
1151,1171,P415,lab,slow walk,2,3.845657505781323,2019-11-26 18:45:00,4.88384850461112,2.8,2.935993,3.698772276582088,1,3.2130278784986985,3.2130278784986985
1152,1172,P415,lab,slow walk,3,3.845657505781323,2019-11-26 18:46:00,3.134127970836828,2.8,2.797663,3.6879042264306494,1,2.52765359681664,2.52765359681664
1153,1173,P415,lab,slow walk,4,3.845657505781323,2019-11-26 18:47:00,3.2235126179937272,2.8,2.739628,3.657740045210655,1,2.562666010031233,2.562666010031233
1154,1174,P415,lab,slow walk,5,3.845657505781323,2019-11-26 18:48:00,4.471408723446845,2.8,2.629123,3.5143719225621814,1,3.0514731540177467,3.0514731540177467
1155,1175,P415,lab,breathing,1,0.9282621565679056,2019-11-26 18:50:00,0.6986820376198234,1.0,1.439008,0.668876,0,1.573677247545873,1.5
1156,1176,P415,lab,breathing,2,0.9282621565679056,2019-11-26 18:51:00,5.292312755675696,1.0,1.439008,0.668876,0,3.3730253679619486,1.5
1157,1177,P415,lab,breathing,3,0.9282621565679056,2019-11-26 18:52:00,1.2293198041354818,1.0,1.439008,0.668876,0,1.7815307138788892,1.5
1158,1178,P415,lab,breathing,4,0.9282621565679056,2019-11-26 18:53:00,7.284933620459004,1.0,1.439008,0.668876,0,4.153544923801895,1.5
1159,1179,P415,lab,breathing,5,0.9282621565679056,2019-11-26 18:54:00,0.041689791907881885,1.0,1.439008,0.668876,0,1.3163300999392769,1.3163300999392769
1160,1180,P415,lab,fast walk,1,3.7130486262716222,2019-11-26 18:56:00,4.318872096019916,4.3,4.2389980000000005,5.031736032955103,1,2.9917237943714814,2.9917237943714814
1161,1181,P415,lab,fast walk,2,3.7130486262716222,2019-11-26 18:57:00,2.9286226604684744,4.3,4.207993,4.919448352238109,1,2.447156139218804,2.447156139218804
1162,1182,P415,lab,fast walk,3,3.7130486262716222,2019-11-26 18:58:00,4.086609686949405,4.3,3.956773000000001,4.649469183166675,1,2.900745447426517,2.900745447426517
1163,1183,P415,lab,fast walk,4,3.7130486262716222,2019-11-26 18:59:00,4.043117283739867,4.3,4.021168,4.697593121575304,1,2.8837092556273247,2.8837092556273247
1164,1184,P415,lab,fast walk,5,3.7130486262716222,2019-11-26 19:00:00,6.066863885073293,4.3,3.856603,4.557579472397709,1,3.676420918102634,3.676420918102634
1165,1185,P415,lab,breathing,1,0.9282621565679056,2019-11-26 19:02:00,0.17686848537470554,1.0,1.439008,0.668876,0,1.3692802700636988,1.3692802700636988
1166,1186,P415,lab,breathing,2,0.9282621565679056,2019-11-26 19:03:00,0.05338911184311704,1.0,1.439008,0.668876,0,1.320912782054508,1.320912782054508
1167,1187,P415,lab,breathing,3,0.9282621565679056,2019-11-26 19:04:00,0.045100609661426885,1.0,1.439008,0.668876,0,1.3176661343074292,1.3176661343074292
1168,1188,P415,lab,breathing,4,0.9282621565679056,2019-11-26 19:05:00,0.09378654596695016,1.0,1.439008,0.668876,0,1.3367366589879843,1.3367366589879843
1169,1189,P415,lab,breathing,5,0.9282621565679056,2019-11-26 19:06:00,0.5545134653135512,1.0,1.439008,0.668876,0,1.5172056969306449,1.5
1170,1190,P415,lab,standing,1,0.9282621565679056,2019-11-26 19:08:00,1.097941387869231,1.8,1.439008,0.668876,0,1.7300691313353171,1.5
1171,1191,P415,lab,standing,2,0.9282621565679056,2019-11-26 19:09:00,1.6534072930714088,1.8,1.439008,0.668876,0,1.9476479037325365,1.5
1172,1192,P415,lab,standing,3,0.9282621565679056,2019-11-26 19:10:00,3.470057260014596,1.8,1.439008,0.668876,0,2.659238779034017,1.5
1173,1193,P415,lab,standing,4,0.9282621565679056,2019-11-26 19:11:00,1.4341397257249922,1.8,1.439008,0.674054,0,1.861759701265108,1.5
1174,1194,P415,lab,standing,5,0.9282621565679056,2019-11-26 19:12:00,6.331227959463271,1.8,1.439008,0.668876,0,3.7799736478615613,1.5
1175,1195,P415,lab,breathing,1,0.9282621565679056,2019-11-26 19:14:00,0.0345142995336418,1.0,1.439008,0.668876,0,1.3135194236988252,1.3135194236988252
1176,1196,P415,lab,breathing,2,0.9282621565679056,2019-11-26 19:15:00,0.12854499256805765,1.0,1.439008,0.668876,0,1.3503517163138707,1.3503517163138707
1177,1197,P415,lab,breathing,3,0.9282621565679056,2019-11-26 19:16:00,7.408166409367019,1.0,1.439008,0.668876,0,4.201815823381108,1.5
1178,1198,P415,lab,breathing,4,0.9282621565679056,2019-11-26 19:17:00,2.6182791527118967,1.0,1.439008,0.668876,0,2.325593035513013,1.5
1179,1199,P415,lab,breathing,5,0.9282621565679056,2019-11-26 19:18:00,0.07908553098439483,1.0,1.439008,0.668876,0,1.3309781979142423,1.3309781979142423
1180,1200,P415,lab,squats,1,0.9282621565679056,2019-11-26 19:20:00,3.3736142899547086,5.0,2.085343,2.850747035073568,1,2.621461585446709,2.621461585446709
1181,1201,P415,lab,squats,2,0.9282621565679056,2019-11-26 19:21:00,2.183821762353107,5.0,1.905673,2.7313060737055306,1,2.155413903422524,2.155413903422524
1182,1202,P415,lab,squats,3,0.9282621565679056,2019-11-26 19:22:00,2.006841662118377,5.0,1.9796080000000005,2.7249604145963464,1,2.086089913260079,2.086089913260079
1183,1203,P415,lab,squats,4,0.9282621565679056,2019-11-26 19:23:00,2.1395550499702685,5.0,1.9724529999999998,2.632564374724717,0,2.138074410848604,1.5
1184,1204,P415,lab,squats,5,0.9282621565679056,2019-11-26 19:24:00,2.0492979911100617,5.0,2.219698,2.637919955920996,0,2.102720269607767,1.5
1185,1205,P415,lab,breathing,1,0.7956532770582048,2019-11-26 19:26:00,1.877813019871808,1.0,1.439008,0.7000038728634002,0,2.0355487489488864,1.5
1186,1206,P415,lab,breathing,2,0.7956532770582048,2019-11-26 19:27:00,0.0926224259486772,1.0,1.439008,0.668876,0,1.3362806673562266,1.3362806673562266
1187,1207,P415,lab,breathing,3,0.7956532770582048,2019-11-26 19:28:00,0.03731141035822856,1.0,1.439008,0.668876,0,1.31461506599437,1.31461506599437
1188,1208,P415,lab,breathing,4,0.7956532770582048,2019-11-26 19:29:00,1.2728913083522595,1.0,1.439008,0.668876,0,1.798597889938122,1.5
1189,1209,P415,lab,breathing,5,0.7956532770582048,2019-11-26 19:30:00,0.2773507212527371,1.0,1.439008,0.668876,0,1.4086396642683034,1.4086396642683034
1190,1210,P415,lab,reading,1,0.7956532770582048,2019-11-26 19:32:00,1.2811101850931899,1.3,1.439008,0.668876,0,1.801817265051928,1.5
1191,1211,P415,lab,reading,2,0.7956532770582048,2019-11-26 19:33:00,2.9164653331120616,1.3,1.439008,0.668876,0,2.44239405330666,1.5
1192,1212,P415,lab,reading,3,0.7956532770582048,2019-11-26 19:34:00,5.092086587405318,1.3,1.439008,0.668876,0,3.2945957767196004,1.5
1193,1213,P415,lab,reading,4,0.7956532770582048,2019-11-26 19:35:00,0.3953523566623653,1.3,1.439008,0.668876,0,1.4548614948664318,1.4548614948664318
1194,1214,P415,lab,reading,5,0.7956532770582048,2019-11-26 19:36:00,0.5208601078823504,1.3,1.439008,0.668876,0,1.5040235085580562,1.5
1195,1215,P415,lab,breathing,1,0.9282621565679056,2019-11-26 19:38:00,0.20765169368109213,1.0,1.439008,0.668876,0,1.3813382066733522,1.3813382066733522
1196,1216,P415,lab,breathing,2,0.9282621565679056,2019-11-26 19:39:00,0.2983502981276238,1.0,1.439008,0.668876,0,1.4168653035280812,1.4168653035280812
1197,1217,P415,lab,breathing,3,0.9282621565679056,2019-11-26 19:40:00,0.3294083003775197,1.0,1.439008,0.668876,0,1.4290308782993764,1.4290308782993764
1198,1218,P415,lab,breathing,4,0.9282621565679056,2019-11-26 19:41:00,0.06494223402891176,1.0,1.439008,0.668876,-1,1.325438197780295,1.325438197780295
1199,1219,P415,lab,breathing,5,0.9282621565679056,2019-11-26 19:42:00,1.6198088977079992,1.0,1.439008,0.668876,0,1.934487244276712,1.5
1200,1220,P415,lab,aerobics,1,2.9173953492134177,2019-11-26 19:44:00,10.483304031851985,7.3,3.191983,3.7400923380644486,1,5.4063626057965815,5.4063626057965815
1201,1221,P415,lab,aerobics,2,2.9173953492134177,2019-11-26 19:45:00,9.37114707988253,7.3,3.085453,3.1085612785131937,1,4.970725166925387,4.970725166925387
1202,1222,P415,lab,aerobics,3,2.9173953492134177,2019-11-26 19:46:00,7.030532353229991,7.3,4.3304230000000015,5.856194415794524,1,4.053894675421954,4.053894675421954
1203,1223,P415,lab,aerobics,4,2.9173953492134177,2019-11-26 19:47:00,9.964812372237908,7.3,2.990053,6.0165395326851865,1,5.2032668302674505,5.2032668302674505
1204,1224,P415,lab,aerobics,5,2.9173953492134177,2019-11-26 19:48:00,10.929748781944596,7.3,6.539728,8.454460477509766,1,5.581237246631608,5.581237246631608
1205,1225,P415,lab,breathing,1,0.9282621565679056,2019-11-26 19:50:00,2.2012040707764258,1.0,1.439008,0.6918064800211422,0,2.16222264054348,1.5
1206,1226,P415,lab,breathing,2,0.9282621565679056,2019-11-26 19:51:00,2.678870046450389,1.0,1.439008,0.668876,0,2.3493267915448497,1.5
1207,1227,P415,lab,breathing,3,0.9282621565679056,2019-11-26 19:52:00,0.15656348715629756,1.0,1.439008,0.668876,0,1.3613267007365577,1.3613267007365577
1208,1228,P415,lab,breathing,4,0.9282621565679056,2019-11-26 19:53:00,1.8991173719543748,1.0,1.439008,0.668876,0,2.0438937701813886,1.5
1209,1229,P415,lab,breathing,5,0.9282621565679056,2019-11-26 19:54:00,1.8589047456636087,1.0,1.439008,0.668876,0,2.028142283400164,1.5
1210,1230,P415,lab,sweeping,1,2.652177590194016,2019-11-26 19:56:00,5.744253871606069,2.3,1.439008,0.7714423791161606,1,3.5500529627774546,3.5500529627774546
1211,1231,P415,lab,sweeping,2,2.652177590194016,2019-11-26 19:57:00,5.201319875595662,2.3,1.439008,0.8573975549479688,1,3.3373830018701987,3.3373830018701987
1212,1232,P415,lab,sweeping,3,2.652177590194016,2019-11-26 19:58:00,5.400059496102012,2.3,1.439008,0.750478571215618,1,3.4152303049206383,3.4152303049206383
1213,1233,P415,lab,sweeping,4,2.652177590194016,2019-11-26 19:59:00,5.8339876588425765,2.3,1.439008,0.7617477922137825,1,3.585202135906932,3.585202135906932
1214,1234,P415,lab,sweeping,5,2.652177590194016,2019-11-26 20:00:00,5.280075120857584,2.3,1.439008,0.7401297035739196,1,3.36823182521552,3.36823182521552
1215,1235,P415,lab,breathing,1,0.7956532770582048,2019-11-26 20:02:00,0.8934060500977263,1.0,1.439008,0.668876,0,1.6499516168535302,1.5
1216,1236,P415,lab,breathing,2,0.7956532770582048,2019-11-26 20:03:00,0.5711864125064655,1.0,1.439008,0.668876,0,1.523736573710845,1.5
1217,1237,P415,lab,breathing,3,0.7956532770582048,2019-11-26 20:04:00,0.2650397309114418,1.0,1.439008,0.668876,0,1.4038173877966664,1.4038173877966664
1218,1238,P415,lab,breathing,4,0.7956532770582048,2019-11-26 20:05:00,0.03455568455154884,1.0,1.439008,0.668876,0,1.3135356344172644,1.3135356344172644
1219,1239,P415,lab,breathing,5,0.7956532770582048,2019-11-26 20:06:00,0.015506690219395613,1.0,1.439008,0.668876,0,1.3060740480923885,1.3060740480923885
1220,1240,P415,lab,pushups,1,0.9282621565679056,2019-11-26 20:08:00,1.1443735354206086,3.8,1.439008,2.078155,1,1.7482568356919297,1.7482568356919297
